code,com_name,price,turnover,market_cap,pe,dividend,yearhigh,yearlow,date_update,day_priceinc,day_perceninc,downside,upside
662,ASIA FINANCIAL,3.4,172920.0,3260000000.0,8.05,26.54,4.77,3.4,20/04/2020,0.0,0.0,0.0,0.4
1410,EDVANCE INTL,0.365,171900.0,365520000.0,13.93,26.54,0.78,0.365,20/04/2020,0.01,2.82,0.0,1.14
1255,S. CULTURE,3.09,171500.0,661260000.0,0.0,0.0,13.9,3.09,20/04/2020,0.01,0.32,0.0,3.5
3368,PARKSON GROUP,0.41,170940.0,1080000000.0,0.0,0.0,0.74,0.41,20/04/2020,0.0,0.0,0.0,0.8
592,BOSSINI INT'L,0.137,170840.0,224860000.0,0.0,26.54,0.28,0.137,20/04/2020,0.002,1.48,0.0,1.04
975,MONGOL MINING,0.42,169770.0,432250000.0,0.57,0.0,1.52,0.42,20/04/2020,0.0,0.0,0.0,2.62
8402,GT STEEL GROUP,0.45,168500.0,216000000.0,7.61,0.0,0.56,0.45,20/04/2020,-0.005,-1.1,0.0,0.24
195,GREENTECH INTL,0.115,168330.0,785450000.0,0.0,0.0,0.2,0.115,20/04/2020,-0.005,-4.17,0.0,0.74
1003,HUANXI MEDIA,1.36,167100.0,4290000000.0,40.12,0.0,2.0,1.36,20/04/2020,-0.02,-1.45,0.0,0.47
633,CH ALL ACCESS,0.152,166260.0,351400000.0,0.0,0.0,0.51,0.152,20/04/2020,0.005,3.4,0.0,2.36
408,YIP'S CHEMICAL,2.28,165000.0,1280000000.0,4.71,26.54,2.87,2.28,20/04/2020,0.0,0.0,0.0,0.26
71,MIRAMAR HOTEL,14.5,163280.0,10010000000.0,7.78,26.54,17.48,14.5,20/04/2020,0.18,1.26,0.0,0.21
1218,EASYKNIT INT'L,2.8,162000.0,255690000.0,0.8,26.54,4.55,2.8,20/04/2020,0.0,0.0,0.0,0.62
3378,XIAMEN PORT,0.7,161360.0,690690000.0,6.23,26.54,1.2,0.7,20/04/2020,0.02,2.94,0.0,0.71
1312,TONGFANG KONTA,0.123,161210.0,687390000.0,30.75,0.0,0.31,0.123,20/04/2020,0.006,5.13,0.0,1.52
8139,CHANGAN RH,2.5,158950.0,36000000.0,0.0,0.0,35.0,2.5,20/04/2020,0.01,0.4,0.0,13.0
76,ELATE HOLDINGS,0.018,158530.0,126110000.0,0.0,0.0,0.067,0.018,20/04/2020,-0.001,-5.26,0.0,2.72
1847,GHPC,1.96,157480.0,262399999.99999997,2.94,26.54,3.01,1.96,20/04/2020,0.0,0.0,0.0,0.54
3329,BOCOM INTL,1.04,156650.0,2840000000.0,5.68,26.54,1.64,1.04,20/04/2020,-0.02,-1.89,0.0,0.58
8437,RMH HOLDINGS,0.54,155680.0,324000000.0,337.5,0.0,0.74,0.54,20/04/2020,0.0,0.0,0.0,0.37
1949,PLATT NERA,0.295,153970.0,118000000.0,0.0,0.0,3.71,0.295,20/04/2020,0.0,0.0,0.0,11.58
1194,BAY AREA GOLD,0.041,152970.0,243610000.0,0.0,0.0,0.184,0.041,20/04/2020,0.0,0.0,0.0,3.49
1601,ZGC TEC LEASING,0.8,152860.0,266660000.00000003,5.29,26.54,1.54,0.8,20/04/2020,0.0,0.0,0.0,0.92
1260,WONDERFUL SKY,0.58,152660.0,667840000.0,4.29,26.54,1.29,0.58,20/04/2020,-0.02,-3.33,0.0,1.22
8118,BORTEX GLOBAL,0.43,151880.0,215000000.0,9.19,0.0,0.5,0.43,20/04/2020,0.005,1.18,0.0,0.16
9998,KWAN YONG,0.67,151500.0,536000000.0,0.0,0.0,0.82,0.67,20/04/2020,-0.03,-4.29,0.0,0.22
1180,PARADISE ENT,0.73,151370.0,768090000.0,811.11,0.0,1.31,0.73,20/04/2020,0.0,0.0,0.0,0.79
1640,RUICHENG CHINA,0.385,150990.0,154000000.0,3.04,0.0,3.55,0.385,20/04/2020,-0.005,-1.28,0.0,8.22
6036,APEX ACE HLDG,0.142,150390.0,142000000.0,0.0,0.0,0.325,0.142,20/04/2020,0.001,0.71,0.0,1.29
690,UNI-BIO GROUP,0.156,146800.0,1000000000.0,390.0,0.0,0.23,0.156,20/04/2020,-0.001,-0.64,0.0,0.47
651,CHI OCEAN IND,0.083,145680.0,28290000.0,0.0,0.0,1.4,0.083,20/04/2020,0.0,0.0,0.0,15.87
15,VANTAGE INT'L,0.44,142910.0,740580000.0,1.05,26.54,0.89,0.44,20/04/2020,0.0,0.0,0.0,1.02
896,HANISON,1.06,142860.0,1150000000.0,1.9,26.54,1.4,1.06,20/04/2020,0.01,0.95,0.0,0.32
1430,SUCHUANG GAS,1.91,142620.0,1720000000.0,22.52,26.54,2.3,1.91,20/04/2020,-0.01,-0.52,0.0,0.2
459,MIDLAND IC&I,0.096,142220.0,173300000.0,0.0,0.0,0.22,0.096,20/04/2020,0.0,0.0,0.0,1.29
1845,WG ENV TECH,0.495,142200.0,660000000.0,8.98,0.0,1.1,0.495,20/04/2020,-0.015,-2.94,0.0,1.22
886,SILVER BASE,0.169,141930.0,381950000.0,0.0,0.0,0.315,0.169,20/04/2020,0.0,0.0,0.0,0.86
560,CHU KONG SHIP,0.9,141780.0,1000000000.0,4.71,26.54,1.82,0.9,20/04/2020,0.0,0.0,0.0,1.02
8126,G. A. HOLDINGS,0.38,140680.0,180990000.0,6.74,0.0,0.46,0.38,20/04/2020,0.0,0.0,0.0,0.21
1661,WISDOM SPORTS,0.168,140210.0,267610000.0,0.0,0.0,0.57,0.168,20/04/2020,0.0,0.0,0.0,2.39
1041,LAMTEX HLDGS,0.068,140170.0,120310000.0,0.0,0.0,0.295,0.068,20/04/2020,0.003,4.62,0.0,3.34
583,GWPA HOLDINGS,0.49,140020.0,768190000.0,1.58,0.0,1.14,0.49,20/04/2020,0.0,0.0,0.0,1.33
621,TAUNG GOLD,0.031,139710.0,562690000.0,0.0,0.0,0.046,0.031,20/04/2020,-0.001,-3.13,0.0,0.48
1613,SYNERTONE-NEW,0.68,139300.0,702000000.0,2.68,0.0,0.95,0.68,20/04/2020,-0.03,-4.23,0.0,0.4
1982,NAMESON HLDGS,0.395,139160.0,900350000.0,0.0,26.54,0.82,0.395,20/04/2020,-0.005,-1.25,0.0,1.08
618,PKU RESOURCES,0.09,138730.0,577450000.0,0.0,0.0,0.285,0.09,20/04/2020,-0.002,-2.17,0.0,2.17
6882,EGL HOLDINGS,0.3,138480.0,150730000.0,10.75,0.0,0.78,0.3,20/04/2020,0.0,0.0,0.0,1.6
3989,CAPITAL ENV,0.107,137750.0,1520000000.0,4.59,0.0,0.243,0.107,20/04/2020,0.0,0.0,0.0,1.27
259,YEEBO (INT'L H),1.43,136240.0,1420000000.0,4.95,26.54,1.473,1.43,20/04/2020,-0.01,-0.69,0.0,0.03
1125,LAI FUNG HOLD,8.3,136120.0,2740000000.0,4.06,26.54,11.12,8.3,20/04/2020,0.0,0.0,0.0,0.34
8545,AMUSE GROUP,0.117,136110.0,117000000.0,7.41,0.0,0.165,0.117,20/04/2020,0.003,2.63,0.0,0.41
1222,WANG ON GROUP,0.077,134680.0,1330000000.0,3.42,26.54,0.109,0.077,20/04/2020,0.001,1.32,0.0,0.42
983,SOCAM DEV,1.7,134500.0,636470000.0,92.9,0.0,2.81,1.7,20/04/2020,0.0,0.0,0.0,0.65
206,CMIC OCEAN,0.193,133660.0,592320000.0,7.07,0.0,0.45,0.193,20/04/2020,0.018,10.29,0.0,1.33
469,CAPXON INT'L,0.325,133200.0,274480000.0,2.28,0.0,0.73,0.325,20/04/2020,-0.005,-1.52,0.0,1.25
367,CHUANG'S INT'L,1.15,132800.0,1920000000.0,1.57,26.54,1.87,1.15,20/04/2020,0.0,0.0,0.0,0.63
1803,BJ SPORTS & ENT,0.255,130259.99999999999,332010000.0,0.0,0.0,2.48,0.255,20/04/2020,0.0,0.0,0.0,8.73
3608,YONGSHENG MAT,1.88,130169.99999999999,1380000000.0,10.53,26.54,2.5,1.88,20/04/2020,0.0,0.0,0.0,0.33
1091,CITIC DAMENG,0.211,129680.0,723400000.0,0.0,0.0,0.52,0.211,20/04/2020,0.0,0.0,0.0,1.46
2608,SUNSHINE 100,1.38,129669.99999999999,3520000000.0,1.8,0.0,1.86,1.38,20/04/2020,-0.01,-0.72,0.0,0.35
213,NATIONAL ELEC H,1.08,129600.0,1070000000.0000001,4.98,26.54,1.25,1.08,20/04/2020,0.0,0.0,0.0,0.16
2317,VEDAN INT'L,0.72,128600.0,1090000000.0,9.05,26.54,0.84,0.72,20/04/2020,-0.03,-4.0,0.0,0.17
1130,CHINA ENV RES,0.061,128350.0,124220000.0,0.0,0.0,0.189,0.061,20/04/2020,0.0,0.0,0.0,2.1
1571,XIN POINT HOLD,1.45,128350.0,1450000000.0,6.5,26.54,3.59,1.45,20/04/2020,0.05,3.57,0.0,1.48
1185,CHINA ENERGINE,0.159,128310.0,694670000.0,0.0,0.0,0.247,0.159,20/04/2020,0.007,4.61,0.0,0.55
6885,JINMA ENERGY,3.04,128270.00000000001,411670000.0,2.5,26.54,4.9,3.04,20/04/2020,-0.01,-0.33,0.0,0.61
2683,WAHSUN HANDBAGS,0.255,128250.0,104190000.0,2.56,26.54,0.61,0.255,20/04/2020,0.0,0.0,0.0,1.39
58,SUNWAY INT'L,0.096,128110.00000000001,86200000.0,0.0,0.0,0.248,0.096,20/04/2020,0.0,0.0,0.0,1.58
1198,ROYALE FURN,1.29,128090.0,3350000000.0,47.08,0.0,1.44,1.29,20/04/2020,0.0,0.0,0.0,0.12
1008,BRILLIANT CIR,0.66,127530.0,1030000000.0,5.88,26.54,0.86,0.66,20/04/2020,-0.01,-1.49,0.0,0.3
6083,WORLD-LINK LOG,0.495,126960.0,246540000.0,10.74,26.54,0.956,0.495,20/04/2020,0.02,4.21,0.0,0.93
299,GLORY SUN LAND,0.71,126830.0,3230000000.0,7.98,0.0,1.02,0.71,20/04/2020,0.01,1.43,0.0,0.44
8260,YIN HE HLDGS,0.187,126560.0,322310000.0,9.35,0.0,0.6,0.187,20/04/2020,0.001,0.54,0.0,2.21
8052,LUK HING ENT,0.04,125940.0,72000000.0,0.0,0.0,0.075,0.04,20/04/2020,0.0,0.0,0.0,0.87
1968,HINGTEX HLDGS,0.222,125560.0,142080000.0,27.07,26.54,0.53,0.222,20/04/2020,0.0,0.0,0.0,1.39
1580,DA SEN HLDGS,0.41,125000.0,399500000.0,0.0,0.0,0.74,0.41,20/04/2020,-0.02,-4.65,0.0,0.8
575,REGENT PACIFIC,0.073,123840.0,134110000.00000001,0.0,0.0,0.28,0.073,20/04/2020,-0.007,-8.75,0.0,2.84
8095,BEIDA JADE BIRD,0.51,123480.0,346140000.0,0.46,0.0,1.62,0.51,20/04/2020,0.0,0.0,0.0,2.18
2309,BIRMINGHAM SPTS,0.125,123400.0,2210000000.0,0.0,0.0,0.21,0.125,20/04/2020,-0.004,-3.1,0.0,0.68
301,SANVO CHEMICALS,1.04,123380.0,444600000.0,13.44,26.54,1.34,1.04,20/04/2020,0.03,2.97,0.0,0.29
1707,GEOTECH HLDGS,0.405,122720.0,680400000.0,0.0,0.0,0.62,0.405,20/04/2020,0.005,1.25,0.0,0.53
1165,SFCE,0.077,122320.0,383640000.0,0.0,0.0,0.325,0.077,20/04/2020,-0.003,-3.75,0.0,3.22
771,AUTOMATED SYS,1.0,122060.0,827310000.0,8.66,26.54,1.4,1.0,20/04/2020,0.0,0.0,0.0,0.4
1371,CHINA LOTSYN,0.118,121990.0,121470000.0,0.0,0.0,0.78,0.118,20/04/2020,-0.008,-6.35,0.0,5.61
1319,OIWAHPAWN,0.285,120680.0,551120000.0,5.58,26.54,0.31,0.285,20/04/2020,0.0,0.0,0.0,0.09
8606,KINETIX SYSTEMS,0.0,119260.0,52000000.0,24.07,0.0,0.6,0.0,18/04/2020,0.0,0.0,0.0,0.0
6918,KIDZTECH,0.9,118860.0,468790000.0,10.03,0.0,1.13,0.9,20/04/2020,-0.01,-1.1,0.0,0.26
1245,NIRAKU,0.265,118780.0,316900000.0,0.07,26.54,0.64,0.265,20/04/2020,0.0,0.0,0.0,1.42
296,EMPEROR E HOTEL,1.16,118450.0,1430000000.0,4.06,26.54,1.73,1.16,20/04/2020,0.0,0.0,0.0,0.49
8411,K W NELSON GP,0.165,117060.0,165000000.0,6.07,26.54,0.23,0.165,20/04/2020,0.005,3.13,0.0,0.39
2298,COSMO LADY,1.0,117050.0,2240000000.0,0.0,0.0,2.654,1.0,20/04/2020,0.02,2.04,0.0,1.65
500,FRONTIER SER,0.58,116780.0,1350000000.0,0.0,0.0,1.28,0.58,20/04/2020,0.0,0.0,0.0,1.21
928,LIFE HEALTHCARE,0.037,115640.0,198100000.0,0.0,0.0,0.117,0.037,20/04/2020,0.001,2.78,0.0,2.16
6183,CH GREENFRESH,0.167,113780.0,253480000.0,1.51,0.0,1.0,0.167,20/04/2020,-0.002,-1.18,0.0,4.99
1551,GRCB,3.41,113630.0,6200000000.0,4.07,26.54,4.87,3.41,20/04/2020,-0.18,-5.01,0.0,0.43
8521,ST INTL HLDGS,0.415,112750.0,199200000.0,5.69,26.54,0.64,0.415,20/04/2020,-0.01,-2.35,0.0,0.54
1925,KWUNGS HOLDINGS,0.99,112220.0,400990000.0,9.78,0.0,1.51,0.99,20/04/2020,0.0,0.0,0.0,0.53
543,PACIFIC ONLINE,1.33,111320.0,1500000000.0,8.94,26.54,2.04,1.33,20/04/2020,0.0,0.0,0.0,0.53
92,CHAMPION TECH,0.096,111050.0,65640000.0,0.0,0.0,0.236,0.096,20/04/2020,0.0,0.0,0.0,1.46
858,EXTRAWELL PHAR,0.09,110680.0,215100000.0,3.36,0.0,0.465,0.09,20/04/2020,0.0,0.0,0.0,4.17
8158,CRMI,0.265,110590.0,233010000.0,0.0,0.0,0.9,0.265,20/04/2020,-0.005,-1.85,0.0,2.4
2878,SOLOMON SYSTECH,0.095,110220.0,235620000.0,0.0,0.0,0.265,0.095,20/04/2020,0.003,3.26,0.0,1.79
746,L & M CHEMICAL,3.31,110220.0,2730000000.0,3.9,26.54,5.01,3.31,20/04/2020,0.01,0.3,0.0,0.51
351,ASIA ENERGY LOG,0.255,109800.0,126470000.0,0.0,0.0,0.515,0.255,20/04/2020,0.0,0.0,0.0,1.02
50,HK FERRY (HOLD),6.3,109530.0,2240000000.0,16.45,26.54,8.95,6.3,20/04/2020,0.0,0.0,0.0,0.42
1917,DOUMOB,0.153,109450.0,351900000.0,29.42,0.0,0.96,0.153,20/04/2020,0.002,1.32,0.0,5.27
298,CHUANG'S CHINA,0.395,109200.0,927780000.0,5.52,26.54,0.52,0.395,20/04/2020,0.005,1.28,0.0,0.32
559,DETAI NEWENERGY,0.013,109110.0,204040000.0,0.0,0.0,0.038,0.013,20/04/2020,0.001,8.33,0.0,1.92
169,WANDA HOTEL DEV,0.28,108860.0,1310000000.0,0.0,0.0,0.87,0.28,20/04/2020,-0.01,-3.45,0.0,2.11
611,CNE TECH CORP,0.31,108830.0,407050000.0,4.21,0.0,0.59,0.31,20/04/2020,-0.01,-3.13,0.0,0.9
8172,LAJIN ENT,0.095,108800.0,399860000.0,0.0,0.0,0.17,0.095,20/04/2020,0.0,0.0,0.0,0.79
1281,LT SMART ENERGY,0.265,108280.0,393420000.0,0.0,0.0,0.91,0.265,20/04/2020,0.0,0.0,0.0,2.43
8283,ZHENG LI HLDG,0.265,108250.0,530000000.0,0.0,0.0,1.6,0.265,20/04/2020,0.005,1.92,0.0,5.04
1332,CHINA TOUYUN,0.305,105240.0,788260000.0,0.0,0.0,0.68,0.305,20/04/2020,-0.015,-4.69,0.0,1.23
2288,RYKADAN CAPITAL,0.49,104340.0,233940000.0,0.71,26.54,0.82,0.49,20/04/2020,-0.01,-2.0,0.0,0.67
18,ORIENTAL PRESS,0.46,103840.0,1100000000.0,13.57,26.54,0.85,0.46,20/04/2020,0.0,0.0,0.0,0.85
1182,SUCCESS DRAGON,0.12,103240.0,283950000.0,0.0,0.0,0.18,0.12,20/04/2020,-0.003,-2.44,0.0,0.5
292,ASIA STD HOTEL,0.234,102940.0,472220000.0,1.39,26.54,0.405,0.234,20/04/2020,0.0,0.0,0.0,0.73
3358,BESTWAY GLOBAL,1.89,102600.0,2000000000.0,5.74,26.54,4.0,1.89,20/04/2020,0.05,2.72,0.0,1.12
1206,TECHNOVATOR,0.435,102250.0,340250000.0,2.77,0.0,1.22,0.435,20/04/2020,0.02,4.82,0.0,1.8
8366,ZJ UNITED INV,0.28,100530.0,441610000.0,0.0,0.0,0.71,0.28,20/04/2020,0.0,0.0,0.0,1.54
2393,YESTAR HEALTH,1.27,100450.0,3000000000.0,13.67,0.0,2.0,1.27,20/04/2020,0.02,1.6,0.0,0.57
1189,GBA DYNAMIC,0.25,99280.0,197300000.0,0.0,26.54,0.305,0.25,20/04/2020,0.0,0.0,0.0,0.22
986,CH ENV ENERGY,0.137,99270.0,85570000.0,0.0,0.0,1.63,0.137,20/04/2020,0.006,4.58,0.0,10.9
1639,AKM INDUSTRIAL,0.96,98200.0,1470000000.0,12.53,26.54,1.53,0.96,20/04/2020,0.01,1.05,0.0,0.59
306,KWOON CHUNG BUS,2.59,97940.0,1230000000.0,4.71,26.54,4.5,2.59,20/04/2020,0.02,0.78,0.0,0.74
6822,KING'S FLAIR,1.36,97760.0,952000000.0,7.62,26.54,1.551,1.36,20/04/2020,0.0,0.0,0.0,0.14
8071,CH NETCOMTECH,0.028,95770.0,130780000.0,0.0,0.0,0.08,0.028,20/04/2020,0.001,3.7,0.0,1.86
1752,TOP EDUCATION,0.255,95700.0,634280000.0,30.0,26.54,0.38,0.255,20/04/2020,0.0,0.0,0.0,0.49
2068,CHALIECO,1.59,95660.0,635160000.0,0.0,26.54,3.27,1.59,20/04/2020,0.0,0.0,0.0,1.06
994,CT VISION,0.78,95400.0,477360000.0,0.0,0.0,1.44,0.78,20/04/2020,0.0,0.0,0.0,0.85
1871,CHINA ORIENTED,0.3,94780.0,120000000.0,4.58,0.0,1.48,0.3,20/04/2020,0.0,0.0,0.0,3.93
6819,INTELLICENTRICS,5.6,94310.0,2550000000.0,0.0,0.0,7.9,5.6,20/04/2020,0.15,2.75,0.0,0.41
3686,CLIFFORDML,0.55,93900.0,558360000.0,5.31,26.54,0.83,0.55,20/04/2020,0.0,0.0,0.0,0.51
8309,MANSHING GLOBAL,0.065,93280.0,39000000.0,17.57,0.0,0.139,0.065,20/04/2020,0.0,0.0,0.0,1.14
1560,STAR PROPERTIES,0.45,91790.0,288670000.0,50.0,26.54,0.94,0.45,20/04/2020,0.0,0.0,0.0,1.09
730,SHOUGANG GRAND,0.12,91540.0,478150000.0,0.0,0.0,0.171,0.12,20/04/2020,0.0,0.0,0.0,0.43
202,EVERCHINA INT'L,0.192,91470.0,1400000000.0,0.0,0.0,0.25,0.192,20/04/2020,-0.001,-0.52,0.0,0.3
1671,TIANBAO ENERGY,0.71,91080.0,31460000.0,10.09,26.54,3.83,0.71,20/04/2020,0.0,0.0,0.0,4.39
6805,KIMOU ENVIRON,0.64,90680.0,716800000.0,10.31,0.0,1.44,0.64,20/04/2020,0.0,0.0,0.0,1.25
4613,ZZBNK 17USDPREF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20/04/2020,0.0,0.0,0.0,0.0
1006,CHANGSHOUHUA,2.49,90080.0,1420000000.0,4.08,0.0,3.79,2.49,20/04/2020,-0.01,-0.4,0.0,0.52
2199,REGINA MIRACLE,3.39,89600.0,4150000000.0000005,14.69,26.54,6.7,3.39,20/04/2020,0.01,0.3,0.0,0.98
1010,PACRAY INT'L,0.68,89000.0,228870000.0,0.0,0.0,3.88,0.68,20/04/2020,-0.08,-10.53,0.0,4.71
360,NEW FOCUS AUTO,0.095,88580.0,642920000.0,0.0,0.0,0.24,0.095,20/04/2020,-0.001,-1.04,0.0,1.53
149,CH AGRI-PROD EX,0.062,87940.0,617090000.0,0.0,0.0,0.091,0.062,20/04/2020,-0.001,-1.59,0.0,0.47
833,ALLTRONICS,0.26,87240.0,245990000.0,0.0,0.0,1.09,0.26,20/04/2020,0.0,0.0,0.0,3.19
1872,GUAN CHAO HLDGS,0.142,87060.0,127800000.0,7.47,0.0,5.0,0.142,20/04/2020,0.0,0.0,0.0,34.21
6162,TR INTERIORS,0.14,86740.0,280000000.0,5.67,26.54,0.172,0.14,20/04/2020,0.0,0.0,0.0,0.23
1127,LION ROCK GROUP,0.95,86000.0,731500000.0,5.27,26.54,1.53,0.95,20/04/2020,0.01,1.06,0.0,0.61
3991,CHANGHONG JH,0.71,85400.0,1030000000.0,6.31,26.54,1.31,0.71,20/04/2020,-0.02,-2.74,0.0,0.85
989,GROUND INTL DEV,0.051,85010.0,268940000.0,10.2,0.0,0.6,0.051,20/04/2020,-0.001,-1.92,0.0,10.76
871,CH DREDG ENV,0.042,84910.0,74850000.0,0.0,0.0,0.246,0.042,20/04/2020,-0.001,-2.33,0.0,4.86
8422,WT GROUP,0.153,84710.0,153000000.0,23.91,0.0,0.375,0.153,20/04/2020,-0.007,-4.38,0.0,1.45
1175,FRESH EXP,0.048,84600.0,79020000.0,0.0,0.0,0.187,0.048,20/04/2020,0.0,0.0,0.0,2.9
8041,LUXEY INT'L,0.068,84580.0,469790000.0,0.0,0.0,0.096,0.068,20/04/2020,0.0,0.0,0.0,0.41
42,NE ELECTRIC,0.38,84290.0,98020000.0,0.0,0.0,0.91,0.38,20/04/2020,-0.005,-1.3,0.0,1.39
1780,B & D STRATEGIC,0.51,84250.0,316200000.0,7.1,26.54,1.37,0.51,20/04/2020,0.0,0.0,0.0,1.69
9933,GHW INTL,0.214,83480.0,214000000.0,5.05,0.0,0.475,0.214,20/04/2020,0.005,2.39,0.0,1.22
209,WINSHINE SCI,0.028,83040.0,102530000.0,0.0,0.0,0.093,0.028,20/04/2020,0.001,3.7,0.0,2.32
2788,YORKEY OPTICAL,0.62,83040.0,508300000.0,13.03,26.54,1.167,0.62,20/04/2020,0.0,0.0,0.0,0.88
1421,KINGBO STRIKE,0.149,81800.0,207150000.0,0.0,0.0,0.237,0.149,20/04/2020,-0.001,-0.67,0.0,0.59
828,DYNASTY WINES,0.231,81270.0,288330000.0,0.0,0.0,1.2,0.231,20/04/2020,0.003,1.32,0.0,4.19
8476,OCEAN ONE HLDG,0.73,80540.0,204400000.0,8.19,26.54,0.81,0.73,20/04/2020,0.0,0.0,0.0,0.11
766,SINO PROSPER GP,0.033,79690.0,53250000.0,0.0,0.0,0.13,0.033,20/04/2020,0.0,0.0,0.0,2.94
3303,JUTAL OIL SER,0.49,79360.0,800660000.0,168.97,0.0,0.94,0.49,20/04/2020,0.0,0.0,0.0,0.92
2991,LUXXU GROUP,0.165,79090.0,57020000.0,0.0,0.0,0.17,0.165,20/04/2020,0.0,0.0,0.0,0.03
3938,LFG INV HLDGS,0.68,78880.0,276050000.0,0.0,26.54,1.63,0.68,20/04/2020,0.0,0.0,0.0,1.4
6133,VITAL INNO,0.405,78590.0,344250000.0,0.0,26.54,0.959,0.405,20/04/2020,0.0,0.0,0.0,1.37
536,TRADELINK,1.09,78380.0,866150000.0,10.54,26.54,1.44,1.09,20/04/2020,0.0,0.0,0.0,0.32
827,KO YO GROUP,0.085,78110.0,466480000.0,0.0,0.0,0.25,0.085,20/04/2020,0.002,2.41,0.0,1.94
265,ORIENT VICTORY,0.062,77700.0,801160000.0,0.0,0.0,0.17,0.062,20/04/2020,0.0,0.0,0.0,1.74
952,TONGHAI FIN,0.255,76150.0,1580000000.0,283.33,0.0,0.65,0.255,20/04/2020,0.0,0.0,0.0,1.55
720,AUTO ITALIA,0.166,75720.0,866440000.0,0.0,0.0,0.45,0.166,20/04/2020,-0.001,-0.6,0.0,1.71
8113,HI-LEVEL TECH,0.26,75310.0,169720000.0,11.56,26.54,0.39,0.26,20/04/2020,0.0,0.0,0.0,0.5
1699,PUTIAN FOOD,0.275,75280.0,519470000.0,8.21,0.0,0.415,0.275,20/04/2020,0.005,1.85,0.0,0.51
1031,KINGSTON FIN,0.7,74340.0,9530000000.0,12.13,26.54,1.91,0.7,20/04/2020,0.0,0.0,0.0,1.73
1420,CHUAN HOLDING,0.102,73930.0,105710000.0,18.89,0.0,0.235,0.102,20/04/2020,0.0,0.0,0.0,1.3
8436,TAKBO GROUP,0.255,73890.0,102000000.0,3.09,0.0,3.87,0.255,20/04/2020,0.0,0.0,0.0,14.18
802,CHINA E-WALLET,0.089,73720.0,244190000.0,0.0,0.0,0.21,0.089,20/04/2020,0.0,0.0,0.0,1.36
875,CHINA FIN INV,1.4,73630.0,142910000.0,0.0,0.0,6.0,1.4,20/04/2020,0.01,0.72,0.0,3.29
70,RICH GOLDMAN,0.1,73200.0,193880000.0,1.87,0.0,0.231,0.1,20/04/2020,0.0,0.0,0.0,1.31
8473,MI MING MART,0.191,73160.0,213920000.0,7.73,26.54,0.325,0.191,20/04/2020,-0.007,-3.54,0.0,0.7
1536,YUK WING GP,0.265,71920.0,100700000.0,7.26,0.0,0.53,0.265,20/04/2020,0.0,0.0,0.0,1.0
8101,EJE HOLDINGS,0.094,71640.0,271840000.0,0.0,0.0,0.198,0.094,20/04/2020,0.002,2.17,0.0,1.11
1991,TA YANG GROUP,0.255,70860.0,222150000.0,0.0,0.0,0.63,0.255,20/04/2020,0.0,0.0,0.0,1.47
1129,WATER INDUSTRY,0.27,70840.0,431060000.0,3.73,0.0,1.16,0.27,20/04/2020,-0.015,-5.26,0.0,3.3
682,CHAODA MODERN,0.043,70720.0,141710000.0,0.0,0.0,0.1,0.043,20/04/2020,0.001,2.38,0.0,1.33
449,CHIGO HOLDING,0.048,70550.0,404840000.0,0.0,0.0,0.134,0.048,20/04/2020,0.0,0.0,0.0,1.79
2231,JY GRANDMARK,3.05,70410.0,5020000000.0,6.86,26.54,3.54,3.05,20/04/2020,-0.01,-0.33,0.0,0.16
328,ALCO HOLDINGS,0.21,70280.0,151880000.0,0.0,0.0,0.82,0.21,20/04/2020,0.0,0.0,0.0,2.9
800,A8 NEW MEDIA,0.148,69680.0,399730000.0,0.0,0.0,0.28,0.148,20/04/2020,0.008,5.71,0.0,0.89
8257,GENES TECH,0.222,69160.0,222000000.0,4.84,0.0,0.31,0.222,20/04/2020,-0.003,-1.33,0.0,0.4
378,FDG KINETIC,0.032,69150.0,216100000.0,0.0,0.0,0.135,0.032,20/04/2020,0.009,39.13,0.0,3.22
56,ALLIED PPT (HK),0.0,68640.0,9740000000.0,3.38,26.54,1.86,0.0,18/04/2020,0.0,0.0,0.0,0.0
1868,NEO-NEON,0.51,68280.0,1060000000.0,0.0,0.0,0.69,0.51,20/04/2020,0.0,0.0,0.0,0.35
2181,MABPHARM-B,1.03,68200.0,4240000000.0,0.0,0.0,1.51,1.03,20/04/2020,0.01,0.98,0.0,0.47
1433,CIRTEK HLDGS,0.121,67810.0,242000000.0,7.16,0.0,0.184,0.121,20/04/2020,-0.001,-0.82,0.0,0.52
1520,CEFC FIN INV,0.073,67770.0,123370000.0,0.0,0.0,0.27,0.073,20/04/2020,0.0,0.0,0.0,2.7
1679,RISECOMM GP,0.62,67470.0,611700000.0,0.0,0.0,1.5,0.62,20/04/2020,0.0,0.0,0.0,1.42
244,SINCERE,0.3,66920.0,394180000.0,0.0,0.0,0.335,0.3,20/04/2020,0.01,3.45,0.0,0.12
8162,LOCO HK,0.44,66500.0,253510000.0,0.0,0.0,0.95,0.44,20/04/2020,0.0,0.0,0.0,1.16
1184,S.A.S. DRAGON,2.4,65960.0,1500000000.0,6.35,26.54,3.01,2.4,20/04/2020,0.0,0.0,0.0,0.25
183,WINFULL GP,0.053,64860.0,294050000.0,6.88,0.0,0.11,0.053,20/04/2020,0.0,0.0,0.0,1.08
